#location service enabled;location service intializing;location updated;userheading updated;location provider;location provider class;time device [utc];time location [utc];latitude;longitude;accuracy [m];user heading [�];device orientation [�];speed [km/h];has gps fix;satellites used;satellites in view
TRUE;FALSE;TRUE;TRUE;unity;DeviceLocationProvider;20180524-163848.059;20180524-163849.000;33.647084;-117.842162;3;91.8;81;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
TRUE;FALSE;FALSE;TRUE;unity;DeviceLocationProvider;20180524-163848.559;20180524-163849.000;33.647084;-117.842162;3;91.8;33.5;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
TRUE;FALSE;TRUE;TRUE;unity;DeviceLocationProvider;20180524-163849.061;20180524-163850.000;33.647084;-117.842162;3;90;67.7;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
TRUE;FALSE;FALSE;TRUE;unity;DeviceLocationProvider;20180524-163849.565;20180524-163850.000;33.647084;-117.842162;3;90;348.4;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
TRUE;FALSE;TRUE;TRUE;unity;DeviceLocationProvider;20180524-163850.078;20180524-163851.000;33.647084;-117.842162;3;91.9;68.7;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
TRUE;FALSE;FALSE;TRUE;unity;DeviceLocationProvider;20180524-163850.578;20180524-163851.000;33.647084;-117.842162;3;91.9;40.4;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
TRUE;FALSE;TRUE;TRUE;unity;DeviceLocationProvider;20180524-163851.081;20180524-163852.000;33.647084;-117.842162;3;91.9;81;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
TRUE;FALSE;FALSE;TRUE;unity;DeviceLocationProvider;20180524-163851.583;20180524-163852.000;33.647084;-117.842162;3;91.9;33.6;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
TRUE;FALSE;TRUE;TRUE;unity;DeviceLocationProvider;20180524-163852.101;20180524-163853.000;33.647084;-117.842162;3;91.9;75.9;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
TRUE;FALSE;FALSE;TRUE;unity;DeviceLocationProvider;20180524-163852.584;20180524-163853.000;33.647084;-117.842162;3;91.9;27.8;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
TRUE;FALSE;TRUE;TRUE;unity;DeviceLocationProvider;20180524-163853.100;20180524-163854.000;33.647084;-117.842162;3;91.9;71;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
TRUE;FALSE;FALSE;TRUE;unity;DeviceLocationProvider;20180524-163853.602;20180524-163854.000;33.647084;-117.842162;3;91.9;13.8;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
TRUE;FALSE;TRUE;TRUE;unity;DeviceLocationProvider;20180524-163854.088;20180524-163855.000;33.647084;-117.842162;3;91.7;89.4;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
TRUE;FALSE;FALSE;TRUE;unity;DeviceLocationProvider;20180524-163854.587;20180524-163855.000;33.647084;-117.842162;3;91.7;43.8;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
TRUE;FALSE;TRUE;TRUE;unity;DeviceLocationProvider;20180524-163855.092;20180524-163856.000;33.647084;-117.842162;3;91.7;77.7;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
TRUE;FALSE;FALSE;TRUE;unity;DeviceLocationProvider;20180524-163855.592;20180524-163856.000;33.647084;-117.842162;3;91.7;44.9;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
TRUE;FALSE;TRUE;TRUE;unity;DeviceLocationProvider;20180524-163856.096;20180524-163857.000;33.647084;-117.842162;3;91.7;74.7;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
TRUE;FALSE;FALSE;TRUE;unity;DeviceLocationProvider;20180524-163856.607;20180524-163857.000;33.647084;-117.842162;3;91.7;35.5;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
TRUE;FALSE;TRUE;TRUE;unity;DeviceLocationProvider;20180524-163857.108;20180524-163858.000;33.647084;-117.842162;3;91.7;62.2;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
TRUE;FALSE;FALSE;TRUE;unity;DeviceLocationProvider;20180524-163857.612;20180524-163858.000;33.647084;-117.842162;3;91.7;33.4;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
TRUE;FALSE;TRUE;TRUE;unity;DeviceLocationProvider;20180524-163858.113;20180524-163859.000;33.647084;-117.842162;3;89.3;54.6;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
TRUE;FALSE;FALSE;TRUE;unity;DeviceLocationProvider;20180524-163858.612;20180524-163859.000;33.647084;-117.842162;3;89.3;358.3;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
TRUE;FALSE;TRUE;TRUE;unity;DeviceLocationProvider;20180524-163859.095;20180524-163900.000;33.647084;-117.842162;3;80.6;38.9;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
TRUE;FALSE;FALSE;TRUE;unity;DeviceLocationProvider;20180524-163859.596;20180524-163900.000;33.647084;-117.842162;3;80.6;2.1;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
TRUE;FALSE;TRUE;TRUE;unity;DeviceLocationProvider;20180524-163900.095;20180524-163901.000;33.647084;-117.842162;3;71.6;38.5;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
TRUE;FALSE;FALSE;TRUE;unity;DeviceLocationProvider;20180524-163900.597;20180524-163901.000;33.647084;-117.842162;3;71.6;347.7;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
TRUE;FALSE;TRUE;TRUE;unity;DeviceLocationProvider;20180524-163901.117;20180524-163902.000;33.647084;-117.842162;3;64.1;25.9;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
TRUE;FALSE;FALSE;TRUE;unity;DeviceLocationProvider;20180524-163901.598;20180524-163902.000;33.647084;-117.842162;3;64.1;348.4;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
TRUE;FALSE;TRUE;TRUE;unity;DeviceLocationProvider;20180524-163902.100;20180524-163903.000;33.647084;-117.842162;3;55.9;15.8;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
TRUE;FALSE;FALSE;TRUE;unity;DeviceLocationProvider;20180524-163902.601;20180524-163903.000;33.647084;-117.842162;3;55.9;346.6;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
TRUE;FALSE;TRUE;TRUE;unity;DeviceLocationProvider;20180524-163903.122;20180524-163904.000;33.647084;-117.842162;3;50.5;17.2;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
TRUE;FALSE;FALSE;TRUE;unity;DeviceLocationProvider;20180524-163903.619;20180524-163904.000;33.647084;-117.842162;3;50.5;356.3;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
TRUE;FALSE;TRUE;TRUE;unity;DeviceLocationProvider;20180524-163904.122;20180524-163905.000;33.647084;-117.842162;3;48.2;9.9;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
TRUE;FALSE;FALSE;TRUE;unity;DeviceLocationProvider;20180524-163904.608;20180524-163905.000;33.647084;-117.842162;3;48.2;347.7;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
TRUE;FALSE;TRUE;TRUE;unity;DeviceLocationProvider;20180524-163905.124;20180524-163906.000;33.647084;-117.842162;3;47.2;13.8;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
TRUE;FALSE;FALSE;TRUE;unity;DeviceLocationProvider;20180524-163905.607;20180524-163906.000;33.647084;-117.842162;3;47.2;349.2;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
TRUE;FALSE;TRUE;TRUE;unity;DeviceLocationProvider;20180524-163906.122;20180524-163907.000;33.647084;-117.842162;3;48.3;2.2;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
TRUE;FALSE;FALSE;TRUE;unity;DeviceLocationProvider;20180524-163906.628;20180524-163907.000;33.647084;-117.842162;3;48.3;358.9;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
TRUE;FALSE;TRUE;TRUE;unity;DeviceLocationProvider;20180524-163907.108;20180524-163908.000;33.647084;-117.842162;3;49.6;352.3;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
TRUE;FALSE;FALSE;TRUE;unity;DeviceLocationProvider;20180524-163907.613;20180524-163908.000;33.647084;-117.842162;3;49.6;355;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
TRUE;FALSE;TRUE;TRUE;unity;DeviceLocationProvider;20180524-163908.127;20180524-163909.000;33.647084;-117.842162;3;50.7;2.8;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
TRUE;FALSE;FALSE;TRUE;unity;DeviceLocationProvider;20180524-163908.631;20180524-163909.000;33.647084;-117.842162;3;50.7;354.7;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
TRUE;FALSE;TRUE;TRUE;unity;DeviceLocationProvider;20180524-163909.136;20180524-163910.000;33.647084;-117.842162;3;47.8;325.6;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
TRUE;FALSE;FALSE;TRUE;unity;DeviceLocationProvider;20180524-163909.633;20180524-163910.000;33.647084;-117.842162;3;47.8;49.8;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
TRUE;FALSE;TRUE;TRUE;unity;DeviceLocationProvider;20180524-163910.131;20180524-163911.000;33.647084;-117.842162;3;38.6;90.2;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
TRUE;FALSE;FALSE;TRUE;unity;DeviceLocationProvider;20180524-163910.631;20180524-163911.000;33.647084;-117.842162;3;38.6;104.7;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
TRUE;FALSE;TRUE;TRUE;unity;DeviceLocationProvider;20180524-163911.115;20180524-163912.000;33.647084;-117.842162;4;38.6;329.6;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
TRUE;FALSE;FALSE;TRUE;unity;DeviceLocationProvider;20180524-163911.621;20180524-163912.000;33.647084;-117.842162;4;38.6;358.3;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
TRUE;FALSE;TRUE;TRUE;unity;DeviceLocationProvider;20180524-163912.117;20180524-163913.000;33.647084;-117.842162;5;18.2;357.3;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
TRUE;FALSE;FALSE;TRUE;unity;DeviceLocationProvider;20180524-163912.618;20180524-163913.000;33.647084;-117.842162;5;18.2;355.8;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
TRUE;FALSE;TRUE;TRUE;unity;DeviceLocationProvider;20180524-163913.135;20180524-163914.000;33.647084;-117.842162;6;349.4;234.1;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
TRUE;FALSE;FALSE;TRUE;unity;DeviceLocationProvider;20180524-163913.637;20180524-163914.000;33.647084;-117.842162;6;349.4;143.7;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
TRUE;FALSE;TRUE;TRUE;unity;DeviceLocationProvider;20180524-163914.121;20180524-163915.000;33.647084;-117.842162;6;324.4;244.7;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
TRUE;FALSE;FALSE;TRUE;unity;DeviceLocationProvider;20180524-163914.620;20180524-163915.000;33.647084;-117.842162;6;324.4;156.6;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
TRUE;FALSE;TRUE;TRUE;unity;DeviceLocationProvider;20180524-163915.105;20180524-163916.000;33.647084;-117.842162;6;323;299.9;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
TRUE;FALSE;FALSE;TRUE;unity;DeviceLocationProvider;20180524-163915.608;20180524-163916.000;33.647084;-117.842162;6;323;10.6;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
TRUE;FALSE;TRUE;TRUE;unity;DeviceLocationProvider;20180524-163916.124;20180524-163917.000;33.647084;-117.842162;5;330.3;5.3;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
TRUE;FALSE;FALSE;TRUE;unity;DeviceLocationProvider;20180524-163916.625;20180524-163917.000;33.647084;-117.842162;5;330.3;27.6;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
TRUE;FALSE;TRUE;TRUE;unity;DeviceLocationProvider;20180524-163917.125;20180524-163918.000;33.647084;-117.842162;5;343.2;348.1;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
TRUE;FALSE;FALSE;TRUE;unity;DeviceLocationProvider;20180524-163917.651;20180524-163918.000;33.647084;-117.842162;5;343.2;22.2;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
TRUE;FALSE;TRUE;TRUE;unity;DeviceLocationProvider;20180524-163918.128;20180524-163919.000;33.647084;-117.842162;5;356.2;13.5;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
TRUE;FALSE;FALSE;TRUE;unity;DeviceLocationProvider;20180524-163918.629;20180524-163919.000;33.647084;-117.842162;5;356.2;34.8;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
TRUE;FALSE;TRUE;TRUE;unity;DeviceLocationProvider;20180524-163919.147;20180524-163920.000;33.647084;-117.842162;5;350.5;346.6;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
TRUE;FALSE;FALSE;TRUE;unity;DeviceLocationProvider;20180524-163919.655;20180524-163920.000;33.647084;-117.842162;5;350.5;29.1;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
TRUE;FALSE;TRUE;TRUE;unity;DeviceLocationProvider;20180524-163920.133;20180524-163921.000;33.647084;-117.842162;6;347.8;189.8;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
TRUE;FALSE;FALSE;TRUE;unity;DeviceLocationProvider;20180524-163920.633;20180524-163921.000;33.647084;-117.842162;6;347.8;244.8;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
TRUE;FALSE;TRUE;TRUE;unity;DeviceLocationProvider;20180524-163921.147;20180524-163922.000;33.647084;-117.842162;6;337.1;229.3;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
TRUE;FALSE;TRUE;TRUE;unity;DeviceLocationProvider;20180524-163921.655;20180524-163923.000;33.647084;-117.842162;4;335.3;245.5;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
TRUE;FALSE;FALSE;TRUE;unity;DeviceLocationProvider;20180524-163922.137;20180524-163923.000;33.647084;-117.842162;4;335.3;53.8;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
TRUE;FALSE;TRUE;TRUE;unity;DeviceLocationProvider;20180524-163922.660;20180524-163924.000;33.647084;-117.842162;4;343.5;20.6;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
TRUE;FALSE;FALSE;TRUE;unity;DeviceLocationProvider;20180524-163923.155;20180524-163924.000;33.647084;-117.842162;4;343.5;14.6;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
TRUE;FALSE;TRUE;TRUE;unity;DeviceLocationProvider;20180524-163923.655;20180524-163925.000;33.647084;-117.842162;4;1.8;2;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
TRUE;FALSE;FALSE;TRUE;unity;DeviceLocationProvider;20180524-163924.154;20180524-163925.000;33.647084;-117.842162;4;1.8;16.7;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
TRUE;FALSE;FALSE;TRUE;unity;DeviceLocationProvider;20180524-163924.655;20180524-163925.000;33.647084;-117.842162;4;1.8;2.4;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
TRUE;FALSE;TRUE;TRUE;unity;DeviceLocationProvider;20180524-163925.156;20180524-163926.000;33.647084;-117.842162;5;33.3;22.7;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
TRUE;FALSE;FALSE;TRUE;unity;DeviceLocationProvider;20180524-163925.660;20180524-163926.000;33.647084;-117.842162;5;33.3;357.6;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
TRUE;FALSE;TRUE;TRUE;unity;DeviceLocationProvider;20180524-163926.155;20180524-163927.000;33.647084;-117.842162;5;53.5;8.6;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
TRUE;FALSE;TRUE;TRUE;unity;DeviceLocationProvider;20180524-163926.657;20180524-163928.000;33.647084;-117.842162;6;63.9;340.8;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
TRUE;FALSE;FALSE;TRUE;unity;DeviceLocationProvider;20180524-163927.160;20180524-163928.000;33.647084;-117.842162;6;63.9;20.8;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
TRUE;FALSE;TRUE;TRUE;unity;DeviceLocationProvider;20180524-163927.659;20180524-163929.000;33.647084;-117.842162;6;66.2;2.1;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
TRUE;FALSE;FALSE;TRUE;unity;DeviceLocationProvider;20180524-163928.161;20180524-163929.000;33.647084;-117.842162;6;66.2;19.1;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
TRUE;FALSE;TRUE;TRUE;unity;DeviceLocationProvider;20180524-163928.663;20180524-163930.000;33.647084;-117.842162;6;66.2;338.4;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
TRUE;FALSE;FALSE;TRUE;unity;DeviceLocationProvider;20180524-163929.145;20180524-163930.000;33.647084;-117.842162;6;66.2;25.4;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
TRUE;FALSE;TRUE;TRUE;unity;DeviceLocationProvider;20180524-163929.656;20180524-163931.000;33.647084;-117.842162;7;43.5;324.6;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
TRUE;FALSE;FALSE;TRUE;unity;DeviceLocationProvider;20180524-163930.166;20180524-163931.000;33.647084;-117.842162;7;43.5;19.6;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
TRUE;FALSE;TRUE;TRUE;unity;DeviceLocationProvider;20180524-163930.670;20180524-163932.000;33.647084;-117.842162;7;43.5;328.4;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
TRUE;FALSE;FALSE;TRUE;unity;DeviceLocationProvider;20180524-163931.167;20180524-163932.000;33.647084;-117.842162;7;43.5;17.3;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
TRUE;FALSE;TRUE;TRUE;unity;DeviceLocationProvider;20180524-163931.681;20180524-163933.000;33.647084;-117.842162;6;33.5;1.4;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
TRUE;FALSE;FALSE;TRUE;unity;DeviceLocationProvider;20180524-163932.166;20180524-163933.000;33.647084;-117.842162;6;33.5;31;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
TRUE;FALSE;TRUE;TRUE;unity;DeviceLocationProvider;20180524-163932.674;20180524-163934.000;33.647084;-117.842162;6;30.3;348;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
TRUE;FALSE;FALSE;TRUE;unity;DeviceLocationProvider;20180524-163933.172;20180524-163934.000;33.647084;-117.842162;6;30.3;42;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
TRUE;FALSE;TRUE;TRUE;unity;DeviceLocationProvider;20180524-163933.664;20180524-163935.000;33.647084;-117.842162;6;23.5;350.5;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
TRUE;FALSE;FALSE;TRUE;unity;DeviceLocationProvider;20180524-163934.168;20180524-163935.000;33.647084;-117.842162;6;23.5;44.2;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
TRUE;FALSE;TRUE;TRUE;unity;DeviceLocationProvider;20180524-163934.674;20180524-163936.000;33.647084;-117.842162;7;30.6;336.9;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
TRUE;FALSE;FALSE;TRUE;unity;DeviceLocationProvider;20180524-163935.156;20180524-163936.000;33.647084;-117.842162;7;30.6;45;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
TRUE;FALSE;TRUE;TRUE;unity;DeviceLocationProvider;20180524-163935.654;20180524-163937.000;33.647084;-117.842162;8;25.7;338.9;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
TRUE;FALSE;FALSE;TRUE;unity;DeviceLocationProvider;20180524-163936.157;20180524-163937.000;33.647084;-117.842162;8;25.7;3.4;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
TRUE;FALSE;TRUE;TRUE;unity;DeviceLocationProvider;20180524-163936.675;20180524-163938.000;33.647084;-117.842162;8;16.3;352.7;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
TRUE;FALSE;FALSE;TRUE;unity;DeviceLocationProvider;20180524-163937.174;20180524-163938.000;33.647084;-117.842162;8;16.3;23.5;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
TRUE;FALSE;TRUE;TRUE;unity;DeviceLocationProvider;20180524-163937.683;20180524-163939.000;33.647084;-117.842162;7;25.7;345.6;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
TRUE;FALSE;FALSE;TRUE;unity;DeviceLocationProvider;20180524-163938.177;20180524-163939.000;33.647084;-117.842162;7;25.7;8.8;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
TRUE;FALSE;TRUE;TRUE;unity;DeviceLocationProvider;20180524-163938.693;20180524-163940.000;33.647084;-117.842162;8;39;359.4;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
TRUE;FALSE;FALSE;TRUE;unity;DeviceLocationProvider;20180524-163939.179;20180524-163940.000;33.647084;-117.842162;8;39;17.7;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
TRUE;FALSE;TRUE;TRUE;unity;DeviceLocationProvider;20180524-163939.667;20180524-163941.000;33.647084;-117.842162;10;54.6;15.8;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
TRUE;FALSE;FALSE;TRUE;unity;DeviceLocationProvider;20180524-163940.164;20180524-163941.000;33.647084;-117.842162;10;54.6;356.9;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
TRUE;FALSE;TRUE;TRUE;unity;DeviceLocationProvider;20180524-163940.677;20180524-163942.000;33.647084;-117.842162;9;70;8.3;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
TRUE;FALSE;FALSE;TRUE;unity;DeviceLocationProvider;20180524-163941.183;20180524-163942.000;33.647084;-117.842162;9;70;9.9;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
TRUE;FALSE;TRUE;TRUE;unity;DeviceLocationProvider;20180524-163941.683;20180524-163943.000;33.647084;-117.842162;9;64.9;12.5;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
TRUE;FALSE;FALSE;TRUE;unity;DeviceLocationProvider;20180524-163942.184;20180524-163943.000;33.647084;-117.842162;9;64.9;23.4;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
TRUE;FALSE;TRUE;TRUE;unity;DeviceLocationProvider;20180524-163942.683;20180524-163944.000;33.647084;-117.842162;9;53.4;22.9;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
TRUE;FALSE;FALSE;TRUE;unity;DeviceLocationProvider;20180524-163943.186;20180524-163944.000;33.647084;-117.842162;9;53.4;10.6;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
TRUE;FALSE;TRUE;TRUE;unity;DeviceLocationProvider;20180524-163943.684;20180524-163945.000;33.647084;-117.842162;8;49.2;2;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
TRUE;FALSE;FALSE;TRUE;unity;DeviceLocationProvider;20180524-163944.187;20180524-163945.000;33.647084;-117.842162;8;49.2;11.8;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
TRUE;FALSE;TRUE;TRUE;unity;DeviceLocationProvider;20180524-163944.699;20180524-163946.000;33.647084;-117.842162;8;42.6;350.6;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
TRUE;FALSE;FALSE;TRUE;unity;DeviceLocationProvider;20180524-163945.172;20180524-163946.000;33.647084;-117.842162;8;42.6;12.9;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
TRUE;FALSE;TRUE;TRUE;unity;DeviceLocationProvider;20180524-163945.693;20180524-163947.000;33.647084;-117.842162;7;42.3;4.9;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
TRUE;FALSE;FALSE;TRUE;unity;DeviceLocationProvider;20180524-163946.192;20180524-163947.000;33.647084;-117.842162;7;42.3;359.4;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
TRUE;FALSE;TRUE;TRUE;unity;DeviceLocationProvider;20180524-163946.714;20180524-163948.000;33.647084;-117.842162;7;30.6;336.3;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
TRUE;FALSE;FALSE;TRUE;unity;DeviceLocationProvider;20180524-163947.228;20180524-163948.000;33.647084;-117.842162;7;30.6;52.9;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
TRUE;FALSE;TRUE;TRUE;unity;DeviceLocationProvider;20180524-163947.723;20180524-163949.000;33.647084;-117.842162;7;352;0.7;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
TRUE;FALSE;FALSE;TRUE;unity;DeviceLocationProvider;20180524-163948.223;20180524-163949.000;33.647084;-117.842162;7;352;20.6;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
TRUE;FALSE;TRUE;TRUE;unity;DeviceLocationProvider;20180524-163948.724;20180524-163950.000;33.647084;-117.842162;6;358.4;4;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
TRUE;FALSE;FALSE;TRUE;unity;DeviceLocationProvider;20180524-163949.225;20180524-163950.000;33.647084;-117.842162;6;358.4;306.3;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
TRUE;FALSE;TRUE;FALSE;unity;DeviceLocationProvider;20180524-163949.728;20180524-163951.000;33.647084;-117.842162;6;358.4;35;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
TRUE;FALSE;FALSE;FALSE;unity;DeviceLocationProvider;20180524-163950.232;20180524-163951.000;33.647084;-117.842162;6;358.4;1.5;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
TRUE;FALSE;TRUE;FALSE;unity;DeviceLocationProvider;20180524-163950.713;20180524-163952.000;33.647084;-117.842162;6;358.4;21.7;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
TRUE;FALSE;FALSE;FALSE;unity;DeviceLocationProvider;20180524-163951.216;20180524-163952.000;33.647084;-117.842162;6;358.4;350.4;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
TRUE;FALSE;TRUE;TRUE;unity;DeviceLocationProvider;20180524-163951.714;20180524-163953.000;33.647084;-117.842162;5;59.2;28.7;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
TRUE;FALSE;FALSE;TRUE;unity;DeviceLocationProvider;20180524-163952.217;20180524-163953.000;33.647084;-117.842162;5;59.2;26.6;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
TRUE;FALSE;TRUE;TRUE;unity;DeviceLocationProvider;20180524-163952.718;20180524-163954.000;33.647084;-117.842162;5;33.2;10.3;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
TRUE;FALSE;FALSE;TRUE;unity;DeviceLocationProvider;20180524-163953.218;20180524-163954.000;33.647084;-117.842162;5;33.2;7.3;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
